Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	Date Check	Time Check	Score	Tags	Notes	column17	raven_filename	Analyst	Verification_2	OLD-Selection	Site	Channel-OLD	hour	file date	date(raven)	Tag 1	Tag 2	fileDate	Begin Path - old
100	Spectrogram 1	01	1223.68	1235.2	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1223.68	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
101	Spectrogram 1	01	1254.4	1257.6	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1254.4	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
102	Spectrogram 1	01	1352.32	1361.92	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1352.32	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
103	Spectrogram 1	01	1393.28	1396.48	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1393.28	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
104	Spectrogram 1	01	1433.6	1436.8	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1433.6	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
105	Spectrogram 1	01	1455.36	1459.84	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1455.36	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
106	Spectrogram 1	01	1560.32	1562.24	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1560.32	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
107	Spectrogram 1	01	1671.04	1673.6	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1671.04	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
108	Spectrogram 1	01	1788.8	1797.76	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1788.8	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
109	Spectrogram 1	01	1829.76	1834.88	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1829.76	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
110	Spectrogram 1	01	1838.08	1842.56	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1838.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
111	Spectrogram 1	01	1847.68	1868.8	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1847.68	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
112	Spectrogram 1	01	1935.36	1944.32	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1935.36	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
113	Spectrogram 1	01	1989.12	1991.04	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	1989.12	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
114	Spectrogram 1	01	2230.4	2233.6	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2230.4	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
115	Spectrogram 1	01	2234.88	2243.2	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2234.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
116	Spectrogram 1	01	2248.32	2252.8	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2248.32	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
117	Spectrogram 1	01	2283.52	2285.44	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2283.52	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
118	Spectrogram 1	01	2419.2	2421.76	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2419.2	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
119	Spectrogram 1	01	2558.08	2569.6	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2558.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
120	Spectrogram 1	01	2575.36	2580.48	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2575.36	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
121	Spectrogram 1	01	2599.04	2603.52	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2599.04	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
122	Spectrogram 1	01	2818.56	2832.64	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2818.56	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
123	Spectrogram 1	01	2853.76	2862.08	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2853.76	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
124	Spectrogram 1	01	2872.32	2878.08	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2872.32	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
125	Spectrogram 1	01	2904.96	2926.08	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	2904.96	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
126	Spectrogram 1	01	3370.24	3372.8	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	3370.24	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
127	Spectrogram 1	01	3382.4	3393.92	5	250	01/01/1970	00	hour_twenty_two.wav	hour_twenty_two.wav	3382.4	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
128	Spectrogram 1	01	1274.24	1277.44	5	250	01/01/1970	00	hour_one.wav	hour_one.wav	1274.24	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
129	Spectrogram 1	01	0.0	198.4	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	0.0	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
130	Spectrogram 1	01	200.96	207.36	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	200.96	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
131	Spectrogram 1	01	216.32	222.72	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	216.32	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
132	Spectrogram 1	01	234.88	243.84	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	234.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
133	Spectrogram 1	01	249.6	257.28	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	249.6	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
134	Spectrogram 1	01	266.24	270.08	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	266.24	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
135	Spectrogram 1	01	277.76	281.6	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	277.76	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
136	Spectrogram 1	01	316.16	345.6	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	316.16	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
137	Spectrogram 1	01	350.72	378.24	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	350.72	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
138	Spectrogram 1	01	387.2	390.4	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	387.2	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
139	Spectrogram 1	01	400.0	424.32	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	400.0	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
140	Spectrogram 1	01	474.88	510.08	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	474.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
141	Spectrogram 1	01	512.64	587.52	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	512.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
142	Spectrogram 1	01	607.36	610.56	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	607.36	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
143	Spectrogram 1	01	640.64	655.36	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	640.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
144	Spectrogram 1	01	691.84	696.96	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	691.84	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
145	Spectrogram 1	01	717.44	721.28	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	717.44	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
146	Spectrogram 1	01	743.04	753.92	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	743.04	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
147	Spectrogram 1	01	759.04	760.96	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	759.04	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
148	Spectrogram 1	01	830.08	840.32	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	830.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
149	Spectrogram 1	01	848.64	853.12	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	848.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
150	Spectrogram 1	01	882.56	888.96	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	882.56	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
151	Spectrogram 1	01	896.64	911.36	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	896.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
152	Spectrogram 1	01	942.72	951.04	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	942.72	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
153	Spectrogram 1	01	963.2	980.48	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	963.2	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
154	Spectrogram 1	01	1028.48	1031.68	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1028.48	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
155	Spectrogram 1	01	1035.52	1038.72	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1035.52	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
156	Spectrogram 1	01	1054.08	1057.92	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1054.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
157	Spectrogram 1	01	1079.04	1107.84	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1079.04	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
158	Spectrogram 1	01	1111.68	1129.6	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1111.68	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
159	Spectrogram 1	01	1130.88	1136.64	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1130.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
160	Spectrogram 1	01	1147.52	1150.08	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1147.52	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
161	Spectrogram 1	01	1153.92	1157.12	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1153.92	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
162	Spectrogram 1	01	1165.44	1170.56	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1165.44	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
163	Spectrogram 1	01	1175.04	1179.52	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1175.04	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
164	Spectrogram 1	01	1227.52	1232.0	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1227.52	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
165	Spectrogram 1	01	1248.0	1258.24	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1248.0	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
166	Spectrogram 1	01	1265.92	1296.64	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1265.92	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
167	Spectrogram 1	01	1745.92	1750.4	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1745.92	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
168	Spectrogram 1	01	1752.96	1759.36	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1752.96	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
169	Spectrogram 1	01	1774.72	1786.88	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1774.72	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
170	Spectrogram 1	01	1883.52	1886.72	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1883.52	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
171	Spectrogram 1	01	1916.16	1927.04	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1916.16	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
172	Spectrogram 1	01	1957.12	1963.52	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1957.12	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
173	Spectrogram 1	01	1994.88	1998.08	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	1994.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
174	Spectrogram 1	01	2080.0	2088.32	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2080.0	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
175	Spectrogram 1	01	2090.88	2095.36	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2090.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
176	Spectrogram 1	01	2341.12	2347.52	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2341.12	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
177	Spectrogram 1	01	2381.44	2383.36	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2381.44	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
178	Spectrogram 1	01	2421.12	2424.32	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2421.12	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
179	Spectrogram 1	01	2462.72	2467.2	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2462.72	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
180	Spectrogram 1	01	2584.96	2645.76	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2584.96	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
181	Spectrogram 1	01	2659.2	2674.56	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2659.2	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
182	Spectrogram 1	01	2688.0	2773.12	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2688.0	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
183	Spectrogram 1	01	2776.32	2784.0	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2776.32	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
184	Spectrogram 1	01	2816.0	2821.76	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2816.0	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
185	Spectrogram 1	01	2846.08	2856.96	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2846.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
186	Spectrogram 1	01	2964.48	2978.56	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2964.48	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
187	Spectrogram 1	01	2998.4	3002.88	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	2998.4	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
188	Spectrogram 1	01	3061.12	3066.88	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3061.12	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
189	Spectrogram 1	01	3070.08	3073.92	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3070.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
190	Spectrogram 1	01	3075.84	3098.88	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3075.84	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
191	Spectrogram 1	01	3103.36	3105.28	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3103.36	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
192	Spectrogram 1	01	3136.64	3139.84	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3136.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
193	Spectrogram 1	01	3157.12	3170.56	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3157.12	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
194	Spectrogram 1	01	3174.4	3181.44	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3174.4	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
195	Spectrogram 1	01	3235.2	3257.6	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3235.2	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
196	Spectrogram 1	01	3260.8	3272.96	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3260.8	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
197	Spectrogram 1	01	3274.88	3290.24	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3274.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
198	Spectrogram 1	01	3313.92	3336.96	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3313.92	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
